CustomerID,Name,Age,Education,Marital_Status,Gender,Income,Kid_Younger6,Children_6to18,Time_Adherence,Recency,MntMeatFish,MntEntries,MntVeganVegetarian,MntDrinks,MntDesserts,MntAdditionalRequests,NumOfferPurchases,NumAppPurchases,NumTakeAwayPurchases,NumStorePurchases,NumAppVisitsMonth,Complain,Response_Cmp1,Response_Cmp2,Response_Cmp3,Response_Cmp4,Response_Cmp5
4584,Mr. Luke Hardacre,45,Master,Single,Male,39245,2,0,37,48.0,150,20,195,20.0,0,14,1,5,2,2,7,0,0,0,0,0,0
12114,Mr. Cameron Bailey,49,PhD,Together,Male,84405,0,1,35,3.0,7110,0,1350,0.0,480,165,2,11,10,4,6,0,0,0,0,0,0
6993,Mrs. Grace Underwood,53,PhD,Married,Female,70113,1,1,50,0.0,670,20,690,40.0,40,6,3,5,1,4,7,0,0,0,0,0,0
19581,Mr. Owen Wilkins,64,,Married,Male,65744,0,1,31,92.0,780,0,120,0.0,40,4,1,4,1,4,7,0,0,0,0,0,0
11541,Miss Rachel Randall,37,Graduation,Single,Female,128730,0,1,43,61.0,14920,760,4305,760.0,1140,33,1,7,11,4,6,0,1,0,1,1,1
28482,Mr. Evan Davidson,66,PhD,Married,Male,128437,0,0,30,21.0,1668,440,7335,440.0,440,44,0,9,9,9,6,0,0,1,0,1,1
25005,Mr. Owen Hemmings,59,HighSchool,Married,Male,112639,0,0,33,33.0,1730,510,3825,530.0,1420,81,1,6,5,7,1,0,0,0,0,0,0
23889,Mr. Adam Avery,41,Graduation,Married,Male,105823,0,1,49,86.0,8860,2140,4425,520.0,800,40,3,12,5,6,6,0,0,0,0,0,0
9372,Mr. Alan Hill,41,Master,Married,Male,92702,0,0,33,65.0,7500,160,1875,160.0,160,26,1,6,4,6,2,0,0,0,0,1,0
19269,Miss Heather Oliver,54,PhD,Single,Female,60449,1,1,43,32.0,540,0,435,40.0,0,3,2,4,1,4,6,0,0,0,0,0,0
10593,Mr. Richard Newman,37,Graduation,Married,Male,32971,1,0,36,55.0,110,20,225,80.0,0,2,1,3,1,3,9,0,0,0,0,0,0
15495,Mr. Joshua Campbell,57,PhD,Married,Male,89955,0,1,48,33.0,3750,200,1680,200.0,420,166,2,7,9,4,4,0,0,0,0,0,0
28371,Mr. Keith Mathis,55,Graduation,Together,Male,36000,0,0,42,61.0,340,240,870,940.0,1280,36,2,7,2,4,8,0,0,0,0,0,0
32319,Mr. Adrian May,33,HighSchool,Married,Male,131372,0,0,51,44.0,6060,476,14610,3020.0,3880,64,1,9,8,9,4,0,0,0,1,0,1
8301,Mr. Eric Allan,49,Master,Married,Male,40838,1,0,42,7.0,50,0,135,40.0,40,8,1,3,1,2,8,0,0,1,0,0,0
13113,Miss Carolyn Miller,60,Graduation,Together,Female,130186,0,0,46,44.0,4040,3520,2085,404.0,758,25,1,6,11,5,2,0,0,0,0,1,1
16176,Mrs. Victoria Powell,58,HighSchool,Divorced,Female,110710,0,1,52,50.0,3780,1940,3885,3020.0,3880,34,2,9,4,6,4,0,0,0,0,0,0
15621,Miss Sarah Mackay,46,Graduation,Together,Female,63417,1,1,47,21.0,1090,100,900,60.0,60,32,5,6,2,4,7,0,0,0,0,0,0
18753,Mr. Matt Mills,46,HighSchool,Single,Male,79623,0,1,43,52.0,2530,120,975,200.0,120,96,2,8,2,6,6,0,0,0,0,0,0
25821,Miss Bella Gill,57,Master,Single,Female,133678,0,0,36,29.0,7850,0,7515,2000.0,534,50,1,7,11,10,2,0,0,0,0,1,0
17457,Mr. Christopher Brown,35,Graduation,Married,Male,63593,2,0,49,77.0,290,20,1110,620.0,960,70,4,6,2,4,7,0,0,0,0,0,0
15909,Mr. Blake Allan,45,PhD,Married,Male,96798,0,1,46,77.0,10810,560,2940,1680.0,280,28,4,12,8,4,7,0,0,0,0,0,0
10068,Mrs. Molly Jackson,42,HighSchool,Divorced,Female,41737,0,0,50,96.0,240,20,1620,180.0,580,14,1,6,2,4,8,0,0,0,0,0,0
18570,Miss Heather Cameron,62,Graduation,Single,Female,125669,0,1,46,75.0,10150,1320,4485,1660.0,3980,249,1,13,11,4,5,0,0,0,0,1,0
20322,Miss Theresa Ball,69,PhD,Together,Female,65086,1,1,50,70.0,2240,0,450,0.0,0,10,8,7,2,5,8,0,0,0,0,0,0
7404,Mrs. Mary Springer,55,HighSchool,Married,Female,115845,0,1,51,66.0,4000,3200,6405,586.0,1060,120,1,12,5,6,3,0,0,0,0,0,0
18267,Mr. Stephen Forsyth,56,PhD,Married,Male,108320,0,0,32,83.0,12800,320,4980,320.0,320,83,1,8,4,6,3,0,0,0,0,1,0
15240,Miss Katherine Gill,68,PhD,Single,Female,84128,0,0,40,63.0,2460,600,4050,480.0,600,6,1,4,4,13,2,0,0,0,0,0,0
5850,Mr. Alan Gill,48,Master,Together,Male,73020,1,0,42,70.0,2890,520,2490,960.0,100,21,3,9,4,7,7,0,0,0,0,0,0
24537,Mrs. Pippa King,41,HighSchool,Married,Female,55323,1,0,50,69.0,170,1120,1215,1060.0,920,120,4,8,2,4,9,1,0,0,0,0,0
12774,Mr. Joe Fisher,45,Graduation,Single,Male,91671,0,1,46,40.0,4780,0,2895,1680.0,1500,117,4,10,4,11,5,0,0,0,0,0,0
17880,Mr. Blake Ince,44,Graduation,Married,Male,38681,1,0,50,56.0,480,1320,1155,480.0,40,55,5,7,2,4,9,0,0,0,0,0,0
12195,Mr. Lucas Newman,58,Graduation,Together,Male,31321,1,1,45,65.0,90,40,180,20.0,40,12,2,3,1,3,8,0,0,1,0,0,0
31212,Mr. John Lewis,29,Graduation,Single,Male,52911,1,0,36,54.0,460,0,450,180.0,20,30,1,4,1,4,6,0,0,0,0,0,0
23910,Mr. Dominic Burgess,38,Graduation,Divorced,Male,69988,0,1,38,66.0,1980,40,645,100.0,140,25,2,7,2,5,6,0,0,0,0,0,0
13257,Mr. Michael Lyman,44,Graduation,Married,Male,26076,2,0,38,8.0,30,60,90,20.0,140,3,1,3,1,3,8,0,0,0,0,0,0
10608,Mrs. Kylie Walker,48,PhD,Married,Female,33080,1,1,49,38.0,270,0,150,0.0,0,4,4,4,1,4,5,0,0,0,0,0,0
31800,Mr. Phil Young,40,Master,Married,Male,78500,0,1,46,9.0,4250,0,870,0.0,0,58,4,8,3,8,6,0,0,0,0,0,0
12801,Mr. Joe Clark,30,Graduation,Married,Male,64353,1,0,48,66.0,1280,540,1740,540.0,120,48,3,7,2,6,7,0,0,0,0,0,0
25572,Mr. Alan Glover,33,PhD,Single,Male,66844,0,0,30,9.0,560,380,435,20.0,280,25,1,5,2,3,8,0,0,0,0,0,0
19770,Mrs. Lillian Ferguson,52,Graduation,Married,Female,116784,0,1,31,66.0,9280,1920,1260,720.0,1440,24,1,9,5,7,3,0,0,0,1,1,0
25875,Mrs. Vanessa Abraham,62,Master,Married,Female,50465,1,1,32,98.0,110,20,45,0.0,0,1,1,3,1,2,7,0,0,0,0,0,0
29256,Mr. Harry Poole,38,HighSchool,Married,Male,83475,1,0,44,71.0,2310,760,1365,1440.0,960,19,2,8,3,8,4,0,0,0,0,0,0
15879,Mr. Stephen Simpson,54,Graduation,Married,Male,111938,0,1,30,91.0,4010,180,4860,2660.0,1520,143,1,10,4,13,4,0,0,0,0,0,0
31335,Mr. Benjamin Quinn,30,PhD,Together,Male,53337,1,0,39,35.0,330,20,330,80.0,60,13,1,4,1,3,8,0,0,0,0,0,0
18846,Mr. Joe Bell,44,Graduation,Together,Male,120761,0,0,45,7.0,4140,320,13425,2640.0,3980,149,1,9,3,6,3,0,0,0,0,1,0
13656,Mr. Gordon Cameron,66,PhD,Married,Male,90933,0,1,40,25.0,8990,0,1515,0.0,0,20,1,8,7,13,4,0,0,0,0,0,1
23040,Mr. Steven White,55,Master,Married,Male,84502,0,1,43,87.0,4400,920,3120,600.0,920,247,1,8,7,9,5,0,0,0,0,0,0
8505,Mr. Austin Wilson,40,PhD,Single,Male,121245,0,1,46,47.0,12850,280,1260,280.0,280,183,3,12,5,7,6,0,0,1,0,0,0
10308,Mr. Adam Peters,73,Master,Married,Male,89964,0,0,35,10.0,5530,660,3465,160.0,160,57,1,8,4,13,4,0,0,0,1,0,1
21537,Mr. Paul Paige,26,HighSchool,Married,Male,27506,1,0,52,1.0,10,140,60,160.0,80,8,1,3,1,3,7,0,0,0,0,0,0
16254,Mr. Piers Russell,57,PhD,Married,Male,52592,1,1,37,98.0,280,40,300,20.0,40,6,4,6,1,3,8,0,0,0,0,0,0
5778,Miss Jessica Lee,51,PhD,Single,Female,59493,2,1,51,16.0,390,20,180,60.0,120,8,2,3,1,4,4,0,0,0,0,0,0
28527,Mrs. Carol Poole,46,Graduation,Married,Female,37264,1,0,42,26.0,110,0,90,20.0,0,11,1,3,1,2,8,0,0,1,0,0,0
15234,Mrs. Ava May,39,Graduation,Divorced,Female,109977,0,0,51,8.0,5870,1020,13470,3800.0,0,86,1,5,7,7,2,0,0,0,0,0,0
5601,Mr. Neil Baker,34,Master,Married,Male,114377,1,0,52,61.0,8970,2140,9405,2500.0,700,26,1,13,4,13,9,0,0,0,0,0,0
19020,Mr. Isaac Sharp,67,Master,Married,Male,80441,0,1,47,47.0,5540,140,1830,140.0,560,108,5,4,4,5,9,0,0,0,0,0,0
29934,Mr. Alexander North,33,Graduation,Single,Male,228126,1,0,36,24.0,13,6,23698,6.0,6,2,15,0,23,0,0,0,0,0,0,0,0
26751,Mr. Alexander Russell,46,Graduation,Divorced,Male,105334,0,1,39,70.0,12240,560,2100,0.0,280,168,3,5,4,5,6,0,0,0,1,1,0
23259,Mr. Edward Pullman,47,Graduation,Married,Male,103073,0,0,43,20.0,4600,300,8280,766.0,2440,61,1,8,12,6,4,0,0,0,0,0,0
21567,Mr. Jake Walsh,70,Graduation,Single,Male,108094,0,0,41,68.0,7470,1940,2760,640.0,420,43,1,5,3,11,7,0,0,0,0,0,0
32826,Mr. Charles Randall,43,PhD,Together,Male,115524,1,1,52,17.0,10420,0,5940,280.0,280,132,8,10,10,5,8,0,0,1,0,0,0
8172,Mr. Christopher Marshall,38,Graduation,Together,Male,75523,0,1,43,48.0,2440,120,1080,60.0,340,48,2,6,2,8,5,0,0,0,0,0,0
25611,Mr. Owen Roberts,60,Basic,Married,Male,19190,0,0,37,29.0,20,0,105,40.0,140,10,1,3,1,3,6,0,0,0,0,0,0
30177,Miss Molly Ogden,66,Graduation,Together,Female,119269,0,0,46,61.0,1830,642,7395,900.0,2060,57,1,6,4,10,2,0,0,0,0,0,0
9450,Mr. Ian McDonald,46,Graduation,Married,Male,56599,1,0,43,65.0,30,20,120,60.0,60,3,1,3,1,2,8,0,0,0,0,0,0
8448,Mr. Jacob Jackson,41,Graduation,Single,Male,82916,0,1,41,35.0,6910,140,915,140.0,0,46,4,12,5,7,8,0,1,0,1,0,0
25032,Mr. Michael McDonald,35,Graduation,Single,Male,50900,0,1,44,65.0,290,0,75,0.0,20,5,1,3,1,3,5,0,0,0,0,0,0
7377,Mr. Nicholas Cameron,62,PhD,Single,Male,89561,0,1,47,20.0,5490,2080,3975,560.0,0,47,1,9,4,4,5,0,0,0,0,0,0
27744,Mr. Sean Ferguson,41,Master,Married,Male,72850,0,1,40,88.0,3940,0,585,0.0,0,8,3,6,3,9,4,0,0,0,0,0,0
22005,Mr. Isaac Bell,29,Basic,Single,Male,50519,0,0,47,92.0,2280,2440,1830,3200.0,2580,30,6,13,3,8,9,0,0,0,0,0,0
8517,Mr. Boris Springer,39,Master,Single,Male,60007,1,0,30,35.0,230,60,315,100.0,0,6,2,4,1,4,5,0,0,0,0,0,0
14391,Miss Vanessa MacDonald,63,Graduation,Together,Female,88285,0,1,40,48.0,830,580,600,520.0,100,40,2,4,2,6,2,0,0,0,0,0,0
32652,Miss Emily Tucker,49,PhD,Together,Female,55986,0,1,44,62.0,2020,0,255,180.0,0,2,3,7,2,4,8,0,0,0,0,0,0
18729,Mr. Lucas Jackson,41,Graduation,Married,Male,48457,1,0,39,4.0,300,160,180,120.0,160,12,1,4,1,4,5,0,0,0,0,0,0
7602,Mr. Charles Fraser,56,Graduation,Married,Male,94785,0,1,33,54.0,6770,1000,2880,400.0,1400,20,3,9,8,11,4,0,0,0,0,0,0
27660,Mrs. Heather Glover,50,Graduation,Divorced,Female,50224,2,1,38,4.0,100,0,240,0.0,20,0,2,3,1,3,7,0,0,0,0,0,0
23175,Mr. Christopher McGrath,60,PhD,Married,Male,67766,1,1,50,59.0,1390,20,615,20.0,60,16,4,6,2,4,8,0,0,1,0,0,0
18147,Mr. Brandon Slater,34,Graduation,Together,Male,103107,1,0,41,89.0,10450,1220,5070,920.0,920,46,3,7,6,13,8,0,0,0,0,0,0
26580,Mr. Warren Edmunds,52,Graduation,Married,Male,61701,1,1,44,95.0,840,20,885,20.0,20,5,5,5,2,4,8,0,0,0,0,0,0
6906,Miss Alexandra Langdon,61,Graduation,Single,Female,48075,1,1,51,96.0,90,20,105,20.0,0,1,1,3,1,2,8,0,0,0,0,0,0
7143,Mrs. Amelia Churchill,32,Graduation,Married,Female,26297,1,0,32,51.0,240,40,180,0.0,20,5,3,5,1,3,8,0,0,0,0,0,0
8055,Miss Penelope Lyman,28,PhD,Together,Female,110126,0,0,37,70.0,8000,1140,3075,1600.0,0,11,1,12,4,4,4,0,0,0,0,0,0
12537,Miss Felicity Simpson,54,PhD,Together,Female,115796,0,1,51,11.0,11700,380,8910,1520.0,1520,134,2,4,6,12,6,0,0,0,0,0,0
26241,Mrs. Sue Hudson,36,Master,Married,Female,34768,1,0,41,48.0,100,0,75,0.0,0,5,1,3,1,2,9,0,0,0,0,0,0
11925,Mr. Ian Kelly,33,Graduation,Single,Male,95355,0,0,34,3.0,7460,600,2295,1620.0,200,61,1,6,5,7,2,0,0,0,0,1,0
30018,Mr. Warren Quinn,51,Master,Together,Male,101551,0,1,41,62.0,8770,220,3585,0.0,0,68,4,12,7,11,6,0,0,1,0,0,0
23961,Miss Hannah Nash,28,HighSchool,Single,Female,36201,1,0,33,98.0,80,80,150,80.0,140,6,2,4,1,4,5,0,0,0,0,0,0
5376,Mrs. Caroline Jackson,64,PhD,Married,Female,109431,0,0,50,12.0,4160,380,1547,380.0,950,48,1,6,11,6,2,0,0,0,0,0,0
12948,Miss Joanne Short,42,Graduation,Together,Female,98392,1,1,41,18.0,3030,660,2565,2640.0,260,79,4,12,2,8,6,0,0,0,0,0,0
26001,Mr. Stewart Hodges,43,PhD,Single,Male,86112,0,1,32,95.0,2670,140,1500,140.0,60,11,2,5,5,7,2,0,0,0,0,0,0
24711,Mr. Alexander Mackay,32,HighSchool,Married,Male,51718,1,0,34,13.0,460,380,675,240.0,500,24,5,5,2,4,8,0,0,0,0,0,0
26214,Mr. Liam Wright,67,Master,Married,Male,114567,0,1,47,79.0,6980,2140,5430,2140.0,1340,174,4,13,9,11,5,0,0,0,0,0,0
26049,Mr. Carl Mathis,48,HighSchool,Together,Male,61575,0,0,31,9.0,1460,860,2700,2140.0,180,27,2,11,5,3,8,0,0,1,0,0,0
23844,Mr. William Lyman,46,Graduation,Married,Male,32994,1,0,40,39.0,130,20,30,0.0,0,6,1,2,2,2,6,0,0,0,0,0,0
3117,Mr. Joshua Howard,47,PhD,Together,Male,24625,1,1,37,65.0,260,20,390,20.0,0,16,5,5,2,3,9,0,0,1,0,0,0
11076,Miss Anna Pullman,57,Graduation,Single,Female,43841,1,1,50,79.0,540,160,570,180.0,160,21,4,5,1,4,8,0,0,0,0,0,0
24531,Mr. Isaac Hill,50,Master,Together,Male,81103,0,1,38,21.0,3540,80,915,260.0,80,70,5,5,4,9,4,0,0,1,0,0,0
30282,Mr. Brandon White,62,Master,Married,Male,53744,0,1,43,89.0,1910,40,285,40.0,40,12,4,6,2,5,7,0,0,0,0,0,0
3273,Mrs. Ella Ogden,32,Graduation,Married,Female,64522,1,0,39,99.0,140,160,915,460.0,280,40,2,5,2,3,6,0,0,0,0,0,0
7032,Mr. Peter Mathis,66,PhD,Widow,Male,61938,0,1,34,54.0,360,0,60,0.0,0,0,1,3,1,3,5,0,0,0,0,0,0
6606,Mrs. Zoe Piper,42,Graduation,Married,Female,95272,0,2,49,39.0,12290,280,2850,280.0,280,117,4,12,5,8,6,0,0,0,0,0,0
7356,Mr. Nicholas Davidson,22,HighSchool,Single,Male,125359,0,0,32,46.0,7180,1420,12930,1780.0,1060,71,1,7,10,13,2,0,0,0,0,1,1
20346,Mrs. Dorothy Newman,26,Basic,Married,Female,49369,1,0,36,51.0,60,400,390,360.0,400,46,3,5,1,4,7,0,0,0,0,0,0
9969,Mr. Keith Skinner,24,HighSchool,Single,Male,128317,0,0,39,97.0,4430,3480,6855,484.0,520,94,1,6,6,11,1,0,0,0,0,1,1
