CustomerID,Name,Birthyear,Education,Marital_Status,Income,Kid_Younger6,Children_6to18,Recency,Time_Adherence,MntMeat&Fish,MntEntries,MntVegan&Vegetarian,MntDrinks,MntDesserts,MntAdditionalRequests,NumOfferPurchases,NumAppPurchases,NumTakeAwayPurchases,NumStorePurchases,NumAppVisitsMonth,Complain,Response_Cmp1,Response_Cmp2,Response_Cmp3,Response_Cmp4,Response_Cmp5
26732,Miss Gabrielle Newman,1997,Graduation,Single,39676.0,1,0,65.0,24,50.0,60,135.0,120.0,220.0,5.0,1,3,1,3,6,0,0,0,0,0,0
8474,Mr. Lucas Lewis,1978,Graduation,Married,32073.0,1,1,9.0,18,90.0,40,90.0,0.0,0.0,7.0,2,3,2,2,8,0,0,0,0,0,0
34328,Miss Megan Skinner,1983,Master,Married,64766.0,1,0,85.0,7,1670.0,40,930.0,360.0,260.0,7.0,4,6,2,6,5,0,0,0,0,0,0
18989,Mr. Colin Taylor,1973,Graduation,Married,45577.0,0,0,77.0,9,410.0,200,390.0,80.0,140.0,4.0,1,4,1,4,7,0,0,0,0,0,0
22979,Mr. Jacob Russell,1965,Graduation,Married,61381.0,1,1,51.0,25,530.0,100,285.0,20.0,260.0,4.0,3,5,1,3,8,0,0,0,0,0,0
31967,Mr. Matt Dowd,1986,Master,Married,98025.0,0,0,21.0,16,6200.0,520,2925.0,520.0,340.0,141.0,1,8,5,13,2,0,0,0,0,0,0
32393,Mr. Ryan Churchill,1974,PhD,Single,107482.0,0,0,66.0,10,3500.0,520,12720.0,1340.0,800.0,53.0,1,8,9,6,3,0,0,0,0,0,0
11456,Mr. Simon Scott,1985,PhD,Married,105252.0,0,0,66.0,20,4860.0,1500,4695.0,2800.0,1280.0,54.0,1,5,8,6,1,0,0,0,0,0,0
22496,Miss Bella Gill,1976,Graduation,Single,108422.0,0,1,83.0,7,7570.0,1600,3090.0,680.0,1360.0,45.0,1,7,6,7,3,0,0,1,0,0,0
18959,Mr. Brandon Ross,1976,Graduation,Married,69855.0,1,1,27.0,16,200.0,80,45.0,160.0,80.0,11.0,1,3,1,3,2,0,0,0,0,0,0
25640,Mr. Owen Quinn,1960,PhD,Single,39734.0,1,1,95.0,24,250.0,40,315.0,40.0,60.0,16.0,2,4,1,3,7,0,0,0,0,0,0
22367,Mr. Max Henderson,1986,Graduation,Married,76784.0,1,1,0.0,24,5320.0,500,1260.0,120.0,120.0,90.0,9,4,2,6,9,0,0,0,0,0,0
22814,Mr. Michael Grant,1959,Graduation,Married,119794.0,0,0,39.0,19,11570.0,1380,4665.0,2060.0,1720.0,241.0,0,9,6,4,2,0,0,0,1,1,0
15356,Mr. Christian McDonald,1986,PhD,Married,66005.0,1,0,1.0,19,1070.0,20,615.0,0.0,20.0,16.0,2,6,1,4,8,0,0,0,0,0,0
24632,Mr. Brandon Hemmings,1979,Graduation,Married,33944.0,2,0,7.0,14,0.0,240,90.0,120.0,0.0,15.0,1,4,1,3,7,0,0,0,0,0,0
25694,Mr. Piers Glover,1964,Graduation,Married,126114.0,0,0,29.0,20,2150.0,2760,1523.0,300.0,3060.0,61.0,1,8,6,12,2,0,0,0,1,0,0
19337,Mr. Julian North,1960,Graduation,Single,90136.0,0,1,47.0,22,5630.0,1520,5760.0,1280.0,3840.0,89.0,4,8,11,13,4,0,0,0,0,0,0
6179,Mr. Liam Forsyth,1989,Master,Single,52274.0,1,0,11.0,19,630.0,60,1005.0,120.0,180.0,28.0,2,5,2,4,7,0,0,0,0,0,0
16904,Mr. Alan Pullman,1992,Graduation,Married,37292.0,1,0,58.0,18,20.0,100,60.0,20.0,120.0,2.0,1,3,1,2,7,0,0,0,0,0,0
11939,Mr. Piers Simpson,1982,Master,Married,120379.0,0,0,1.0,26,3680.0,800,1658.0,572.0,490.0,40.0,0,6,8,10,1,0,0,0,0,1,0
34466,Mr. Trevor Harris,1978,Master,Single,101418.0,0,1,62.0,12,4800.0,360,1170.0,120.0,360.0,18.0,2,8,5,8,4,0,0,0,1,0,0
22079,Mr. John Sutherland,1976,Graduation,Married,62949.0,1,1,7.0,20,550.0,20,165.0,0.0,20.0,4.0,4,5,2,3,7,0,0,0,0,0,0
25001,Mr. Steven Bond,1954,Master,Married,135875.0,0,0,96.0,7,5390.0,1780,12120.0,3940.0,3220.0,17.0,1,9,7,4,2,0,0,0,0,0,0
12431,Mr. Piers Manning,1981,PhD,Married,82231.0,0,1,51.0,18,5170.0,240,810.0,240.0,120.0,120.0,2,9,5,7,5,0,0,0,0,0,0
6056,Mr. Adam Johnston,1983,Graduation,Married,89592.0,0,1,17.0,13,4720.0,460,1335.0,100.0,100.0,155.0,5,12,2,7,7,0,0,0,0,0,0
29165,Mr. Dominic Bell,1966,Graduation,Married,82068.0,0,0,22.0,10,7600.0,760,1560.0,760.0,180.0,38.0,2,9,4,4,4,0,0,1,0,0,0
31073,Mr. Luke Cameron,1968,Master,Married,53003.0,1,1,48.0,18,1300.0,0,240.0,0.0,0.0,5.0,5,5,2,4,7,0,0,1,0,0,0
9107,Miss Theresa Dyer,1969,Graduation,Single,94614.0,0,0,19.0,17,8360.0,3700,8625.0,360.0,482.0,77.0,1,8,4,9,4,0,1,0,0,0,0
26342,Miss Emily Hart,2002,Graduation,Single,124644.0,0,0,63.0,18,3530.0,430,12210.0,300.0,2760.0,61.0,1,6,3,7,2,0,0,0,0,0,0
5441,Mr. Benjamin Pullman,1978,PhD,Divorced,115815.0,0,0,15.0,25,7130.0,3560,13380.0,3160.0,780.0,32.0,1,8,4,11,3,0,0,0,0,0,0
22559,Mr. Piers Wilkins,1982,Graduation,Married,132055.0,0,0,14.0,8,8530.0,740,12525.0,1100.0,1480.0,204.0,1,7,7,7,1,0,0,1,1,1,0
14894,Mr. Joe Graham,1980,Graduation,Single,99333.0,1,1,1.0,9,2760.0,300,1170.0,220.0,60.0,7.0,2,9,3,5,6,0,0,0,0,0,0
20678,Mr. Stephen Grant,1977,Master,Divorced,40136.0,1,0,31.0,29,110.0,260,585.0,240.0,0.0,1.0,3,5,1,4,8,0,0,0,0,0,0
22466,Mr. Evan Clarkson,1981,Graduation,Married,61544.0,1,1,67.0,10,670.0,0,330.0,40.0,0.0,3.0,4,5,1,4,6,0,0,0,0,0,0
27410,Mr. Kevin Scott,1983,Graduation,Single,120997.0,0,1,10.0,12,3490.0,320,4740.0,160.0,2820.0,49.0,2,6,4,5,1,0,0,0,0,0,0
23627,Miss Alison Bailey,1964,Graduation,Single,144949.0,0,0,61.0,26,1594.0,2160,7290.0,3780.0,648.0,36.0,1,8,6,11,3,0,1,0,1,1,1
5915,Mr. Harry Stewart,1966,Master,Married,7053.5,0,1,83.0,20,177.0,0,96.0,14.0,14.0,4.6,0,1,0,0,20,0,0,0,0,0,0
29261,Mr. Stewart Glover,1971,HighSchool,Divorced,115172.0,0,0,62.0,22,2040.0,2040,9390.0,1260.0,562.0,153.0,1,6,6,10,1,0,0,0,0,0,0
11246,Mr. Stewart Turner,1995,Basic,Married,14998.0,1,0,70.0,27,50.0,240,135.0,340.0,360.0,32.0,3,5,2,3,7,0,0,0,0,0,0
7235,Mr. Warren Kerr,1996,Graduation,Married,22105.0,1,0,96.0,21,80.0,40,225.0,0.0,200.0,18.0,4,5,2,3,5,0,0,0,0,0,0
17111,Mr. Christopher Dowd,1959,Graduation,Married,68967.0,0,0,62.0,11,2380.0,1580,2085.0,0.0,680.0,69.0,1,6,6,7,3,0,0,0,0,0,0
14006,Miss Una Manning,1993,Graduation,Single,51276.0,1,0,77.0,7,450.0,40,390.0,60.0,20.0,1.0,3,5,2,3,7,0,0,0,0,0,0
15110,Mr. Piers Mathis,1985,Graduation,Married,60667.0,1,1,45.0,8,40.0,80,75.0,0.0,60.0,1.0,1,2,1,3,5,0,0,0,0,0,0
26666,Miss Madeleine McDonald,1959,Graduation,Married,79023.0,0,0,11.0,14,8410.0,460,3975.0,460.0,220.0,115.0,1,11,7,12,6,0,1,0,0,0,0
8303,Mr. Sean Ball,1994,Master,Married,40904.0,1,0,42.0,19,140.0,0,60.0,0.0,0.0,8.0,1,3,2,2,6,0,0,0,0,0,0
5783,Mr. Dylan Wallace,1979,PhD,Divorced,73850.0,0,1,45.0,18,4060.0,0,450.0,0.0,80.0,17.0,3,9,2,7,7,0,0,1,0,0,0
13025,Mr. Sam Jones,1967,PhD,Married,130353.0,0,0,7.0,15,9380.0,1220,14685.0,400.0,400.0,20.0,1,10,5,9,3,0,0,0,0,1,0
6101,Mr. Harry Randall,1968,Master,Married,121743.0,0,0,31.0,23,6730.0,448,9570.0,1720.0,2060.0,103.0,1,7,8,4,2,0,0,0,0,0,0
17594,Mr. Max Short,1964,PhD,Married,85894.0,0,0,65.0,10,4040.0,200,1800.0,200.0,100.0,5.0,1,9,5,6,5,0,0,0,0,0,0
14435,Miss Lillian Knox,1964,Graduation,Married,114886.0,0,1,97.0,12,7560.0,2760,5310.0,2460.0,3380.0,61.0,2,12,7,7,4,0,0,0,0,0,0
20711,Mr. Tim Ellison,1968,PhD,Divorced,50795.0,1,1,53.0,11,120.0,20,90.0,0.0,0.0,2.0,2,3,1,3,6,0,0,0,0,0,0
15635,Mr. Matt Wallace,1984,Graduation,Single,116308.0,0,1,66.0,27,4230.0,2420,5985.0,2900.0,2420.0,181.0,3,13,5,13,5,0,0,0,0,0,0
8723,Mr. Kevin Duncan,1978,Graduation,Single,49560.0,1,0,47.0,27,1540.0,40,945.0,400.0,240.0,60.0,2,7,2,5,7,0,0,0,0,0,0
29516,Mr. Peter Davies,1990,Graduation,Married,125581.0,0,0,37.0,16,4980.0,2980,10470.0,3640.0,2980.0,132.0,1,7,7,4,2,0,0,0,0,0,0
24743,Mr. Charles Short,1967,PhD,Married,84975.0,0,1,0.0,16,2040.0,40,930.0,280.0,220.0,5.0,4,5,3,7,3,0,0,0,0,0,0
5900,Mr. Evan Butler,1968,PhD,Divorced,125538.0,0,0,21.0,14,6930.0,3160,12180.0,1980.0,474.0,19.0,1,7,8,8,1,0,0,0,1,0,0
31427,Mr. Andrew Rees,1995,Master,Married,51939.0,1,0,63.0,29,60.0,100,90.0,0.0,0.0,13.0,1,3,1,2,7,0,0,0,0,0,0
31307,Mr. Thomas Brown,1974,Graduation,Single,67232.0,1,1,33.0,24,370.0,0,420.0,20.0,60.0,55.0,2,4,3,2,3,0,1,0,0,0,0
24860,Mr. Sean Dickens,1985,Graduation,Married,105162.0,0,1,37.0,19,9840.0,260,3030.0,520.0,2420.0,0.0,8,11,6,6,7,0,0,0,0,0,0
27758,Miss Tracey Turner,1994,PhD,Married,121428.0,0,0,97.0,13,12860.0,780,8895.0,780.0,380.0,19.0,1,6,8,9,1,0,0,0,1,1,0
21545,Mr. Joseph Parr,1982,Graduation,Married,65947.0,1,1,35.0,26,190.0,20,255.0,20.0,0.0,2.0,1,3,1,3,8,0,0,0,0,0,0
6470,Miss Diane White,1980,Graduation,Single,127255.0,0,0,75.0,19,5760.0,2220,13950.0,2960.0,1860.0,74.0,1,5,3,13,1,0,0,0,0,0,0
29267,Mr. Colin Wright,1983,Graduation,Divorced,59431.0,1,2,82.0,22,120.0,0,75.0,0.0,0.0,4.0,1,2,2,2,5,0,0,0,0,0,0
34814,Miss Olivia Wright,1988,Graduation,Married,42080.0,1,0,56.0,19,50.0,80,195.0,120.0,0.0,4.0,1,3,1,3,8,0,0,0,0,0,0
28643,Miss Lily Gray,1964,Graduation,Married,75694.0,1,1,63.0,14,4440.0,80,585.0,0.0,0.0,131.0,7,8,3,8,6,0,1,0,0,0,0
12800,Mr. Sebastian Paige,1973,PhD,Married,7175.5,2,2,53.0,26,92.0,0,84.0,2.0,2.0,1.0,15,0,0,0,20,0,0,0,0,0,0
32744,Mr. Anthony Hill,1977,Master,Married,12937.0,1,1,52.0,22,120.0,0,195.0,60.0,40.0,4.0,4,5,1,3,8,0,0,0,0,0,0
18593,Mr. Alexander Blake,1958,Graduation,Married,39330.0,0,0,50.0,30,50.0,20,90.0,40.0,80.0,3.0,1,2,1,3,4,0,0,0,0,0,0
33839,Mr. Stewart Walker,1983,Graduation,Single,73408.0,1,1,12.0,7,300.0,60,360.0,60.0,0.0,17.0,2,4,1,4,5,0,0,0,0,0,0
31175,Mr. Oliver Hudson,1980,Graduation,Married,47287.0,1,2,39.0,14,110.0,80,180.0,60.0,60.0,12.0,2,4,1,3,6,0,0,0,0,0,0
32816,Miss Pippa Mackay,1988,Graduation,Single,76563.0,1,1,32.0,21,2150.0,100,495.0,40.0,0.0,10.0,3,6,3,5,5,0,0,0,0,0,0
33497,Mr. Blake Rampling,1990,HighSchool,Single,41962.0,0,0,96.0,29,60.0,380,195.0,140.0,1480.0,62.0,1,5,2,3,8,0,0,0,0,0,0
18584,Mr. Nathan Hunter,1973,PhD,Married,76596.0,0,1,18.0,20,3000.0,60,510.0,60.0,60.0,13.0,3,10,2,4,8,0,0,0,0,0,0
25016,Mr. William Young,1969,Master,Married,84502.0,0,1,87.0,21,4400.0,920,3120.0,600.0,920.0,247.0,1,8,7,9,5,0,0,0,0,0,0
12680,Mr. Jack Parsons,2001,HighSchool,Married,126669.0,0,0,57.0,15,3560.0,760,9360.0,500.0,432.0,140.0,1,8,6,8,3,0,0,1,1,1,0
20627,Mr. Benjamin Carr,1970,Graduation,Married,52793.0,1,1,33.0,25,150.0,0,195.0,0.0,0.0,3.0,2,3,1,3,4,0,0,0,0,0,0
7556,Mr. Andrew Metcalfe,1967,Graduation,Married,139461.0,0,0,84.0,18,8230.0,3640,1509.0,1820.0,3640.0,137.0,0,8,8,12,2,0,0,0,1,0,0
27065,Mr. Jake White,1988,PhD,Married,21778.0,1,0,39.0,19,210.0,40,420.0,40.0,40.0,9.0,3,4,1,4,8,0,0,0,0,0,0
26138,Mr. Stewart Greene,1953,PhD,Single,134669.0,0,0,72.0,14,4100.0,1460,11205.0,1160.0,3220.0,30.0,0,7,6,12,1,0,0,0,0,0,0
5099,Mr. Julian Mathis,1960,Master,Single,75463.0,0,1,44.0,10,340.0,0,60.0,0.0,0.0,1.0,1,3,1,3,3,0,0,0,0,0,0
17120,Mr. Christian Edmunds,1977,PhD,Married,53190.0,0,1,91.0,24,2070.0,40,645.0,0.0,40.0,5.0,3,7,3,4,7,0,0,0,0,0,0
26534,Mr. Tim Parsons,1970,PhD,Widow,79794.0,0,1,82.0,11,2470.0,60,765.0,60.0,0.0,9.0,1,4,3,8,2,0,0,1,0,0,0
19589,Mr. Michael Bower,1968,PhD,Divorced,124106.0,0,0,96.0,14,6840.0,2000,12015.0,320.0,1320.0,0.0,1,8,10,10,2,0,0,0,1,0,0
21869,Miss Molly Black,1977,Graduation,Married,23553.0,1,0,76.0,18,20.0,60,60.0,160.0,80.0,17.0,1,3,2,2,8,0,0,0,0,0,0
28619,Mr. Benjamin Hart,1977,PhD,Single,66303.0,1,1,64.0,27,2030.0,0,150.0,0.0,0.0,2.0,5,5,2,6,6,0,0,1,0,0,0
14231,Mr. Sebastian Anderson,1992,Graduation,Single,41171.0,0,0,65.0,29,390.0,660,1950.0,620.0,520.0,44.0,2,7,2,5,8,0,0,0,0,0,0
16325,Mr. Neil Johnston,1980,PhD,Married,53126.0,0,1,75.0,28,2670.0,220,1470.0,60.0,140.0,110.0,6,7,4,6,7,0,0,0,0,0,0
18629,Mr. Piers Hunter,1961,PhD,Married,80306.0,0,1,77.0,21,4680.0,100,795.0,0.0,100.0,43.0,3,10,2,8,7,0,0,0,0,0,0
14303,Mr. Max MacLeod,1963,Master,Married,72842.0,0,1,40.0,13,4270.0,100,1530.0,0.0,0.0,108.0,3,11,3,6,7,0,0,0,0,0,0
14945,Mr. Harry Grant,1986,Master,Married,40465.0,1,0,38.0,21,60.0,0,75.0,0.0,0.0,1.0,1,3,1,2,7,0,0,0,0,0,0
10886,Mr. Keith Davies,1962,Graduation,Married,53712.0,1,1,84.0,16,170.0,20,150.0,20.0,0.0,1.0,1,3,1,3,6,0,0,0,0,0,0
29858,Miss Carolyn McLean,1987,Graduation,Married,65447.0,1,0,89.0,14,290.0,100,435.0,40.0,80.0,34.0,1,4,1,4,5,0,0,0,0,0,0
30812,Mr. William Hudson,1965,Graduation,Widow,124095.0,0,1,92.0,28,9760.0,1720,10080.0,432.0,432.0,130.0,1,13,7,6,5,0,0,0,0,0,0
34724,Mr. Adrian Lambert,1972,Graduation,Married,88147.0,0,1,35.0,10,1580.0,80,1515.0,1760.0,1760.0,39.0,3,6,5,7,3,0,0,0,0,0,0
9803,Mr. Joseph Payne,1966,Master,Widow,128428.0,0,0,36.0,28,5030.0,1360,1955.0,440.0,776.0,114.0,1,8,12,8,2,0,0,0,1,0,0
30971,Mr. Evan Buckland,1996,Graduation,Single,83800.0,0,0,18.0,20,2670.0,2800,8985.0,510.0,240.0,127.0,1,9,6,7,6,0,0,0,0,0,0
21296,Mr. Kevin May,1964,PhD,Widow,58589.0,0,1,22.0,9,290.0,0,30.0,0.0,0.0,3.0,1,3,1,3,6,0,0,0,0,0,0
16619,Mr. Warren Ogden,1966,PhD,Married,87307.0,0,1,76.0,23,13670.0,0,630.0,0.0,0.0,14.0,2,4,4,6,7,0,0,1,0,1,1
30641,Mr. Richard Tucker,1963,Graduation,Married,115010.0,0,1,99.0,7,4530.0,760,4185.0,2880.0,760.0,183.0,2,9,8,10,3,0,0,0,0,0,0
30758,Mrs. Deirdre Churchill,1976,Graduation,Married,55278.0,0,1,6.0,18,3600.0,0,285.0,0.0,0.0,42.0,5,8,2,7,8,0,0,0,0,0,0
33920,Mr. Evan Vaughan,1956,PhD,Widow,78191.0,0,0,32.0,18,2410.0,0,180.0,0.0,0.0,25.0,1,7,2,5,7,0,0,0,0,0,0
5105,Mr. Michael Duncan,1996,HighSchool,Married,26231.0,1,0,53.0,25,30.0,200,45.0,20.0,0.0,1.0,1,2,1,3,7,0,0,0,0,0,0
20903,Mr. Trevor Dyer,1977,PhD,Single,49322.0,1,1,49.0,30,1320.0,0,240.0,0.0,0.0,4.0,5,5,2,4,9,0,0,0,0,0,0
26771,Mr. Phil Lyman,1971,Master,Married,126755.0,0,0,12.0,10,3870.0,1360,8535.0,1360.0,900.0,68.0,1,8,10,12,1,0,0,0,0,0,0
34157,Mr. Luke Mackay,1966,Graduation,Married,81268.0,0,1,16.0,12,3370.0,140,525.0,60.0,140.0,27.0,3,7,4,6,4,0,0,0,0,0,0
19208,Mr. Victor Mackay,1960,Graduation,Divorced,48668.0,1,1,81.0,20,320.0,40,105.0,0.0,0.0,17.0,3,4,2,2,6,0,0,0,0,0,0
20864,Mr. Edward Jackson,1974,Graduation,Married,116553.0,0,0,37.0,24,2180.0,3960,13680.0,3560.0,912.0,59.0,1,7,8,8,2,0,0,0,0,0,0
23237,Mr. Steven Nolan,1957,Graduation,Married,82030.0,0,1,60.0,20,2340.0,80,2145.0,520.0,520.0,4.0,3,8,3,7,6,0,0,0,0,0,0
11951,Mr. Isaac Stewart,1965,Graduation,Married,93245.0,0,1,27.0,20,4300.0,80,720.0,80.0,0.0,24.0,1,10,2,7,6,0,0,0,0,0,0
31187,Mr. Frank Reid,1994,Master,Single,113085.0,0,0,35.0,21,4880.0,900,11685.0,2120.0,2120.0,61.0,1,6,4,6,2,0,0,0,0,0,0
18728,Mr. Joe Rutherford,1974,PhD,Married,106785.0,0,1,26.0,15,5400.0,140,1890.0,140.0,420.0,28.0,1,9,6,8,4,0,0,0,0,0,0
8963,Mr. Kevin Piper,1960,Graduation,Single,74659.0,1,1,28.0,28,5170.0,240,1455.0,120.0,240.0,77.0,7,11,4,7,7,0,0,1,0,0,0
18881,Mr. Brian MacLeod,1977,Graduation,Married,74754.0,0,1,85.0,16,6750.0,460,915.0,140.0,0.0,15.0,8,13,5,6,8,0,0,0,0,0,1
21308,Mr. Justin Quinn,1982,HighSchool,Married,56075.0,1,0,60.0,26,20.0,620,195.0,340.0,0.0,20.0,1,4,1,3,8,0,0,0,0,0,0
8345,Miss Angela Rutherford,1990,HighSchool,Single,96325.0,0,0,3.0,20,3820.0,1760,9255.0,0.0,764.0,33.0,1,5,11,9,2,0,0,0,0,0,0
20504,Miss Mary Turner,1987,HighSchool,Married,107072.0,0,1,49.0,23,2860.0,1620,1050.0,100.0,1940.0,32.0,1,6,5,9,2,0,0,0,0,0,0
28901,Miss Mary Chapman,1989,Graduation,Single,91231.0,2,0,94.0,30,4760.0,1220,2295.0,1060.0,460.0,23.0,4,9,6,9,5,0,0,0,0,0,0
10604,Mr. Dylan Bailey,1998,Basic,Married,34360.0,1,0,41.0,11,40.0,140,135.0,100.0,60.0,5.0,2,4,1,3,6,0,0,0,0,0,0
32804,Mr. David Oliver,1984,PhD,Married,93059.0,0,1,28.0,17,6530.0,0,840.0,0.0,0.0,99.0,3,9,3,11,5,0,0,1,0,0,0
29468,Mr. Gordon Harris,1986,Graduation,Married,123445.0,0,1,94.0,7,5900.0,3740,6630.0,1600.0,800.0,67.0,1,5,8,10,5,0,0,0,0,0,0
34271,Miss Lauren Churchill,1959,Master,Single,70084.0,1,1,62.0,8,630.0,0,360.0,40.0,0.0,8.0,3,4,1,4,6,0,0,0,0,0,0
24089,Mr. Anthony Pullman,1996,Graduation,Divorced,52506.0,1,0,50.0,28,50.0,160,330.0,40.0,40.0,8.0,1,3,1,3,8,0,0,0,0,0,0
28097,Mrs. Ruth Gill,1950,PhD,Married,125206.0,0,0,33.0,8,3480.0,1060,12840.0,520.0,1060.0,13.0,1,7,6,10,1,0,0,0,1,1,0
6566,Miss Amy Black,1982,Master,Married,70620.0,0,1,24.0,20,1730.0,40,585.0,40.0,40.0,47.0,3,7,2,4,7,0,0,0,0,0,0
21596,Mr. Tim Springer,1992,Master,Single,128039.0,0,0,88.0,19,7000.0,420,4845.0,0.0,420.0,21.0,1,6,5,8,1,0,0,0,0,0,0
17000,Mr. Colin Nolan,1986,PhD,Married,31512.0,1,0,53.0,27,240.0,0,180.0,40.0,0.0,2.0,2,3,1,3,9,0,0,0,0,0,0
17498,Mr. Austin King,1985,Graduation,Married,45226.0,1,0,15.0,10,150.0,20,210.0,40.0,80.0,19.0,1,4,1,3,5,0,1,0,0,0,0
18395,Miss Jan Tucker,2000,Graduation,Married,138808.0,0,0,35.0,11,8790.0,2860,11955.0,1620.0,2860.0,143.0,0,7,8,9,1,0,0,0,1,1,0
5324,Mr. Steven Clark,1975,Graduation,Single,58083.0,1,1,41.0,16,2230.0,60,1470.0,120.0,120.0,43.0,8,10,2,4,9,0,1,0,0,0,0
19490,Mrs. Deirdre Quinn,1985,Master,Married,43985.0,1,0,96.0,21,380.0,20,300.0,80.0,0.0,25.0,1,3,3,2,6,0,0,0,0,0,0
30284,Mr. Kevin Walsh,1979,Graduation,Married,81727.0,0,2,77.0,8,1570.0,440,2355.0,220.0,680.0,42.0,4,5,4,8,3,0,0,0,0,0,0
11792,Miss Bernadette Carr,1978,Master,Single,42532.0,1,0,50.0,28,80.0,0,90.0,0.0,0.0,4.0,1,3,1,2,7,0,0,0,0,0,0
27530,Mr. Austin King,1971,Master,Married,91781.0,1,1,76.0,16,3210.0,320,2115.0,540.0,760.0,10.0,7,7,5,8,3,0,0,0,0,0,0
9374,Miss Lillian Pullman,1967,Graduation,Married,96440.0,0,1,44.0,16,1620.0,2600,2280.0,760.0,1180.0,76.0,1,5,6,9,2,0,0,0,0,0,0
30749,Mr. John Tucker,1990,Graduation,Married,121947.0,0,0,14.0,28,7770.0,686,10965.0,594.0,2740.0,114.0,1,7,10,11,2,0,0,0,1,0,0
17348,Mr. Brian Quinn,1968,PhD,Married,103550.0,0,1,29.0,21,11000.0,240,1260.0,240.0,0.0,24.0,2,6,4,11,7,0,0,1,0,0,0
11135,Mr. Leonard Lambert,1981,Graduation,Married,22421.0,1,0,60.0,28,10.0,40,120.0,60.0,60.0,13.0,2,3,2,2,7,0,1,0,0,0,0
25832,Mr. Trevor Jackson,1980,Graduation,Married,67592.0,0,1,34.0,15,2440.0,160,480.0,100.0,40.0,50.0,4,5,2,8,4,0,0,0,0,0,0
16580,Mr. Simon Pullman,1964,Graduation,Married,77457.0,0,1,26.0,11,5400.0,0,1470.0,260.0,120.0,19.0,5,9,4,9,5,0,0,1,0,0,0
8531,Mr. Justin Wilson,1986,HighSchool,Married,54229.0,1,0,50.0,13,100.0,120,165.0,0.0,80.0,2.0,1,3,1,3,7,0,0,0,0,0,0
29300,Mr. Phil McGrath,1992,Master,Married,70627.0,1,0,30.0,23,1750.0,100,975.0,140.0,140.0,41.0,3,7,2,5,7,0,0,0,0,0,0
6014,Mr. Matt Bower,1981,Master,Married,120830.0,0,0,55.0,26,9840.0,1020,6480.0,2760.0,2400.0,190.0,1,5,11,13,1,0,0,0,1,0,0
34334,Mr. Jack Dowd,1997,PhD,Divorced,128443.0,0,0,17.0,26,6940.0,1980,1667.0,380.0,1180.0,39.0,1,7,9,7,3,0,0,0,0,0,0
15041,Mr. Nathan Hodges,1955,Graduation,Married,227611.825,0,0,31.0,8,3.0,4,24621.0,0.0,6.0,0.2,15,0,23,0,0,0,0,0,0,0,0
